source_wine_id,canonical_wine_id,lane,confidence,review_state,recommended_action,score,gap,source_stratum,source_nome,source_produtor,source_safra,source_tipo,canonical_nome,canonical_produtor,canonical_safra,canonical_tipo,channels,evidence_reason,source_wine_sources_count,source_stores_count,y2_status_set,y2_match_score_max,y2_any_not_wine_or_spirit,qa_required,qa_sample_rate,qa_verdict,qa_notes,reviewer
1845029,1150819,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.8000,S6_GENERAL_REMAINDER,Vignerons De Monts De Bourgogne Santenay,Vignerons,,tinto,santenay,vignerons des monts de bourgogne,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7756205),google_codex_auto
1845167,778187,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5200,0.5200,S6_GENERAL_REMAINDER,Bonnes-Mares Grand Cru 2017,Bonnes-Mares,,tinto,bonnes mares grand cru,domaine selection,,tinto,stripped_name|token_index,stripped_name,2,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1622488|1890669|2149689|1739762|1262884),google_codex_auto
1845271,60845,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7875,0.7875,S6_GENERAL_REMAINDER,Château Léoville-Poyferré 2011,Château Léoville-Poyferré,,tinto,pavillon de leoville poyferre saintjulien,chateau leoville poyferre,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1168313|1115658|1126810|5577391|6159011),google_codex_auto
1845368,23886,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7050,0.7050,S6_GENERAL_REMAINDER,"Domaine de Montille, Beaune Blanc Premier Cru 'Les Aigrots' 2023","Domaine de Montille, Beaune",,branco,beaune 1er cru les aigrots,domaine de montille,2017,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 91175|1529469|1155795|1170096),google_codex_auto
1845651,127907,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6125,0.6125,S6_GENERAL_REMAINDER,Marcel Giraudon Bourgogne Aligote,Marcel Giraudon,,branco,bourgogne aligote,giraudon,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1364679),google_codex_auto
1845683,61539,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5571,0.1857,S6_GENERAL_REMAINDER,Pinot Grigio delle Venezie DOC - Le Altane,,,branco,pinot grigio delle venezie,le altane,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1169602|1134829|1720566|1462538|1503119|6366499|7598873|1862920|1737042|7749),google_codex_auto
1845733,1549794,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.9500,S6_GENERAL_REMAINDER,Menage A Trois Northern Seduction Red Blend,Menage A Trois,,tinto,northern seduction limited release red blend,menage a trois,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 11612131),google_codex_auto
1846190,103422,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8167,0.3900,S6_GENERAL_REMAINDER,Fournier Marsannay Clos du Roy,Fournier Marsannay Clos,,tinto,marsannay clos du roy rouge,jean fournier,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1249498|2358558),google_codex_auto
1846206,409099,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6900,0.6900,S6_GENERAL_REMAINDER,Luigi Giordano Barbaresco Cavanna 2020,Luigi Giordano,,tinto,cavanna,luigi giordano,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2325192),google_codex_auto
1846356,58117,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6100,0.6100,S6_GENERAL_REMAINDER,Chateau Phelan Segur Saint-Estephe,Chateau Phelan Segur Saint-Estephe,,tinto,frank phelan,chateau phelan segur,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,"Google INCONCLUSIVO: Mesmo produtor, mas buscas trazem ids Vivino diferentes",
1846368,98445,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.8833,S6_GENERAL_REMAINDER,Li Veli Pezzo Pezzo Morgana Salentino Riserva,Li Veli Pezzo,,tinto,pezzo morgana riserva salice salentino,li veli,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1239316|1210698|6184563),google_codex_auto
1846387,321134,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6542,0.6542,S6_GENERAL_REMAINDER,"Jean Marc Burgaud Morgon, Cote du Py Javernieres",Jean Marc Burgaud,,tinto,javernieres cote du py morgon,jeanmarc burgaud,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2011640|1104840|1600469|1104841|1714507|2731916),google_codex_auto
1846488,1129912,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6667,0.6667,S6_GENERAL_REMAINDER,2023 Golden Child 'Manic Monday’ Adelaide Hills Pinot Noir,Golden Child 'Manic,,tinto,manic monday pinot noir,golden child,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7619172),google_codex_auto
1846571,1020191,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6667,0.1084,S6_GENERAL_REMAINDER,Marcel Lapierre Beaujolais Rouge Le Beaujolais 2024,Marcel Lapierre Beaujolais,,tinto,le beaujolais,domaine marcel lapierre,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7041494|1987784|2521603|2870609),google_codex_auto
1846742,166601,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7875,0.1625,S6_GENERAL_REMAINDER,PELLER ESTATES - SAUV BLANC,PELLER ESTATES -,,branco,andrew peller signature series sauvignon blanc,peller estates,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,,"Google INCONCLUSIVO: Mesmo produtor, mas buscas trazem ids Vivino diferentes",
1846752,857200,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6048,0.6048,S6_GENERAL_REMAINDER,2021 Sorby Adams 'Tristan' Barossa Valley Shiraz,Sorby Adams 'Tristan',,tinto,tristan shiraz,sorby adams,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 6125778|2181861),google_codex_auto
1847109,81377,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8200,0.8200,S6_GENERAL_REMAINDER,Stefano Lubiana Sauvignon Blanc 2024,Stefano Lubiana,,branco,sauvignon blanc,stefano lubiana,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1205494),google_codex_auto
1847112,209630,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6643,0.6643,S6_GENERAL_REMAINDER,Domaine Hubert Lamy 'Les Chataigners' Bourgogne 2023,Domaine Hubert Lamy 'Les,,branco,les chataigners chardonnay bourgogne,hubert lamy,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1652289),google_codex_auto
1847118,263142,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.1625,S6_GENERAL_REMAINDER,Annies Lane Cabernet Merlot,Annies Lane,,tinto,cabernet merlot,annies lane,,tinto,token_index,strong_name_token_overlap>=2,2,2,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1825159|8716344|3806958|5429567|4085269|3877079|6948740|7896380|4657481|1204128),google_codex_auto
1847238,961902,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8167,0.8167,S6_GENERAL_REMAINDER,Aragonesas Eslizon Vinas Viejas Garnacha,Aragonesas Eslizon Vinas,,tinto,eslizon vinas viejas garnacha,bodegas aragonesas,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 6693855|5049847),google_codex_auto
1847241,24415,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7778,0.7778,S6_GENERAL_REMAINDER,2022 Domaine Dujac Clos de la Roche Grand Cru,Domaine Dujac Clos de,,tinto,clos de la roche grand cru,domaine dujac,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 92263),google_codex_auto
1847406,1212711,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8111,0.8111,S6_GENERAL_REMAINDER,Joseph Colin Jardins de la Cote Bourgogne Aligote 2022,Joseph Colin Jardins,,branco,les jardins de la cote bourgogne aligote,joseph colin,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 8308146),google_codex_auto
1847444,1318570,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6333,0.6333,S6_GENERAL_REMAINDER,M. TORRES PARCELAS DE MANSO DE VELASCO TINTO,M. TORRES PARCELAS,,tinto,parcelas de manso old vines cabernet sauvignon,miguel torres chile,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1209679|9292787),google_codex_auto
1847497,94839,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7571,0.7571,S6_GENERAL_REMAINDER,Tavignano ' Villa Torre ' 2024 Verdicchio Classico Superiore,Tavignano ' Villa,,branco,villa torre verdicchio dei castelli di jesi classico superiore,tenuta di tavignano,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1231519),google_codex_auto
1847548,1712613,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5381,0.5381,S6_GENERAL_REMAINDER,"2023 Seves 'Les Corderes' Bouzeron, Burgundy, France",Seves 'Les Corderes',,branco,bouzeron les corderes,seves vins,,Branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 13576704),google_codex_auto
1847666,1617934,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6050,0.6050,S6_GENERAL_REMAINDER,"Boyer de Bar 'Combe Croze' Cabernet Sauvignon Vin de France, 2022",Boyer,,tinto,combe croze cabernet sauvignon,boyer de bar,,Tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 12594967),google_codex_auto
1847719,18148,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8200,0.1300,S6_GENERAL_REMAINDER,Giacomo Fenocchio 2021 Langhe Nebbiolo,Giacomo Fenocchio,,tinto,nebbiolo langhe,giacomo fenocchio,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 79362),google_codex_auto
1847728,1154129,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.1083,S6_GENERAL_REMAINDER,Forest Hill Highbury Fields Cabernet Sauvignon,Forest Hill Highbury,,tinto,highbury fields cabernet sauvignon,forest hill,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7780379|4945278|5979331|1223469|7780226|2565765|5720023|7541105|8947621),google_codex_auto
1847745,45269,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7333,0.7333,S6_GENERAL_REMAINDER,VECCHIA CANTINA TOSCANA CAMPALTINO IGT 2019,VECCHIA CANTINA,,tinto,toscana campaltino rosso,vecchia cantina,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1142293|2511846|1144157),google_codex_auto
1847747,1716293,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7700,0.7700,S6_GENERAL_REMAINDER,The Lake House Postcard Shiraz,The Lake House Postcard,,tinto,postcard cabernet merlot,the lake house,,Tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 13609332),google_codex_auto
1847814,998302,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8417,0.8417,S6_GENERAL_REMAINDER,POGGIO MARU PRIMITIVO DI MANDURIA 2019,POGGIO MARU,,tinto,primitivo di manduria,poggio maru,2022,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 6907233|1162797|1198601|9365553|6016997),google_codex_auto
1847842,1709011,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6396,0.6396,S6_GENERAL_REMAINDER,Renaud Boyer Coteaux 45/55 Bourguignons Blanc MV,Renaud Boyer Coteaux,,branco,4555 coteaux bourguignons blanc,domaine renaud boyer,,Branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 13542451|13376622|12169421|5863340|5979846),google_codex_auto
1847861,1436106,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6233,0.6233,S6_GENERAL_REMAINDER,Mas Coutelou Matubu Rouge 2020,Mas Coutelou Matubu,,tinto,matubu,mas coutelou,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 10412730),google_codex_auto
1847974,239286,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6917,0.6917,S6_GENERAL_REMAINDER,CORDERO DI MONTEZEMOLO BAROLO MONFALLETTO 2020,CORDERO,,tinto,barolo monfalletto,cordero di montezemolo,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1749657),google_codex_auto
1847980,1398405,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6667,0.6667,S6_GENERAL_REMAINDER,Igavi Wines Orbeluri Ojaleshi Red 2022,Igavi Wines Orbeluri,,tinto,orbeluri ojaleshi,igavi wines,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 10040670),google_codex_auto
1848425,229941,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.9500,0.1625,S6_GENERAL_REMAINDER,Smith & Hooper Cabernet Merlot,Smith & Hooper,,tinto,cabernet sauvignon merlot,smith hooper,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1719569),google_codex_auto
1848562,1584024,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6233,0.6233,S6_GENERAL_REMAINDER,Vincent Dancer Oskar Blanc 2021,Vincent Dancer Oskar,,branco,oskar,vincent dancer,,Branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 12116075),google_codex_auto
1848588,355269,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5455,0.5455,S6_GENERAL_REMAINDER,Domaine du Vissoux 2020 Beaujolais ‚ÄúCoeur de Vendanges - Vignes Centenaires‚Äù,Domaine du Vissoux Beaujolais,,tinto,cur de vendanges,martine et pierre marie chermette domaine du vissoux,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2138755),google_codex_auto
1848600,850623,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7208,0.7208,S6_GENERAL_REMAINDER,Frederic Lambert Savagnin 2017,Frederic Lambert Savagnin,,branco,savagnin cotes du jura,domaine frederic lambert,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 6052784),google_codex_auto
1848619,39921,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8071,0.8071,S6_GENERAL_REMAINDER,Domaine du Collier Charpentrie Saumur Blanc 2021,Domaine du Collier Charpentrie,,branco,la charpentrie saumur blanc,domaine du collier,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1132243|3783036|1133231),google_codex_auto
1848777,8534,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8833,0.3250,S6_GENERAL_REMAINDER,Richard Hamilton ‘Hut Block’ Cabernet Sauvignon,Richard Hamilton ‘Hut,,tinto,hut block cabernet sauvignon,richard hamilton,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 15576|10241542),google_codex_auto
1848847,543557,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6333,0.6333,S6_GENERAL_REMAINDER,LA CLOSERIE DE CAMENSAC 2020 - PREVENDA,LA CLOSERIE DE CAMENSAC,,tinto,la closerie de camensac hautmedoc,chateau de camensac,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2929931),google_codex_auto
1848919,420107,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8000,0.8000,S6_GENERAL_REMAINDER,Bedrock Wine Old Vine Zinfandel,Bedrock,,tinto,old vine zinfandel,bedrock wine co,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2369741|13222130|5014833|6740049|8884405|12944961|13234936|4197301),google_codex_auto
1848943,1086574,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5833,0.1083,S6_GENERAL_REMAINDER,Polin and Polin Convicts and Catholics Chardonnay 2017,Polin,,branco,convicts catholics chardonnay,polin polin,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7387017|1307867|6614792|7387007|6661515),google_codex_auto
1849045,417192,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6250,0.6250,S6_GENERAL_REMAINDER,"2023 Tenuta dei Sette Cieli 'Yantra' Toscana IGT, Tuscany, Italy",Tenuta dei Sette Cieli,,tinto,yantra,tenuta dei sette cieli,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2357808),google_codex_auto
1849113,17326,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7200,0.7200,S6_GENERAL_REMAINDER,Luigi Pira Barolo Marenca 2019,Luigi Pira,,,barolo marenca,pira luigi,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 77546|1943620|77539),google_codex_auto
1849119,24474,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5250,0.5250,S6_GENERAL_REMAINDER,"2023 Domaine Auguste Clape Cornas Renaissance, Rhone, France",Domaine Auguste Clape Cornas,,tinto,renaissance cornas,auguste clape,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 92369|92366),google_codex_auto
1849151,660164,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.1083,S6_GENERAL_REMAINDER,Yarra Yering Carrodus Cabernet Sauvignon 2021,Yarra Yering Carrodus,,tinto,carrodus cabernet sauvignon,yarra yering,,tinto,token_index,strong_name_token_overlap>=2,2,2,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 4212111),google_codex_auto
1849327,1120431,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5222,0.5222,S6_GENERAL_REMAINDER,Buona Notte Columbia Gorge Sauvignon Blanc Il Nido 2022,Buona Notte Columbia,,branco,il nido,buona notte,,branco,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7567041),google_codex_auto
1849355,357459,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5976,0.5976,S6_GENERAL_REMAINDER,Paolo Bea Arboreus Umbria Bianco 2018 (Orange),Paolo Bea Arboreus,,,arboreus umbria bianco,paolo bea,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2147223|6365165|1183868),google_codex_auto
1849452,1065998,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6250,0.6250,S6_GENERAL_REMAINDER,"Field Recordings "" Freddo "" 2023 Chillable Red","Field Recordings """,,tinto,freddo,field recordings,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7280873),google_codex_auto
1849466,133348,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7417,0.1084,S6_GENERAL_REMAINDER,M. TORRES MANSO DE VELASCO TINTO 2018,M. TORRES MANSO,,tinto,manso de velasco viejas vinas reserva tinto,miguel torres chile,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1209679|1382293),google_codex_auto
1849496,788059,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5889,0.5889,S6_GENERAL_REMAINDER,Jean Luc Jamet Les Terrasses Cote Rotie Rouge 2019,Jean Luc Jamet,,tinto,terrasses coterotie,jean luc jamet,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 5486802),google_codex_auto
1849551,740299,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7533,0.1300,S6_GENERAL_REMAINDER,BODEGA GARZÓN MARSELAN RESERVA 2020,BODEGA GARZÓN MARSELAN,,tinto,reserva marselan,bodega garzon,2021,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 5054532|10559220),google_codex_auto
1849562,772669,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6700,0.1300,S6_GENERAL_REMAINDER,GARZON SINGLE VINEYARD TANNAT 2018,GARZON,,tinto,single vineyard tannat,bodega garzon,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 5362375|1236752|5360576|1863472|5776698|7895707|5895034|7804079),google_codex_auto
1849718,656826,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6367,0.1300,S6_GENERAL_REMAINDER,Chaiken Vineyards Generaciones Gran Corte,Chaiken Vineyards Generaciones,,tinto,generaciones gran corte,chaiken,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 4179657|1420875|5972115|2930155|4216283),google_codex_auto
1849737,1069501,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.8417,0.8417,S6_GENERAL_REMAINDER,LAGAR DA CONDESA FILLO DA CONDESA ALBARIÑO 2020,LAGAR DA CONDESA,,branco,o fillo da condesa albarino,lagar da condesa,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 7300885|3290649|1564535|1270215|1268110),google_codex_auto
1849791,175056,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5714,0.5714,S6_GENERAL_REMAINDER,"2024 Domaine de la Grange aux Belles 'Les moyens du Bord', Loire, Vin de France",Domaine de la Grange,,branco,les moyens du bord chenin,la grange aux belles,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1536420),google_codex_auto
1849957,289806,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7818,0.7818,S6_GENERAL_REMAINDER,Domaine Jacques Prieur Volnay Clos Des Santenots 1er Cru 22 2022,Domaine Jacques Prieur Volnay,,tinto,volnay 1er cru clos des santenots monopole,domaine jacques prieur,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1908605|16559),google_codex_auto
1849973,834531,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7500,0.7500,S6_GENERAL_REMAINDER,Domaine Clovallon Les Indigenes,Domaine Clovallon Les Indigenes,,,les indigenes,domaine de clovallon,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 5901465),google_codex_auto
1850003,325908,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6667,0.6667,S6_GENERAL_REMAINDER,Victor Hugo Vineyards Petite Sirah DNR,Victor Hugo Vineyards,,tinto,petite sirah,victor hugo winery,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2026693),google_codex_auto
1850036,1416970,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6000,0.6000,S6_GENERAL_REMAINDER,Ghost Fox Winery Old Vine Zinfandel,Ghost Fox Winery,,tinto,old vine zinfandel,ghost horse,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,ERROR,Google CONTRADIZ: Gray Ghost Winery nao e Grand Horse no Vivino,google_codex_auto
1850082,708270,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7700,0.7700,S6_GENERAL_REMAINDER,Domaine des Croix Savigny les Beaune Premier Cru Les Peuillets 2022,Domaine des Croix Savigny,,tinto,savigny les beaune les peuillets 1er cru,domaine des croix,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 4736721),google_codex_auto
1850102,514921,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.5000,0.5000,S6_GENERAL_REMAINDER,"2017 Domaine Simon Bize et Fils Les Marconnets, Savigny-les-Beaune Premier Cru, France",Domaine Simon Bize et,,tinto,savignylesbeaune 1er cru les marconnets,simon bize fils,,tinto,token_index,strong_name_and_producer_overlap,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 2730763|13794659|1267571),google_codex_auto
1850162,1182681,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.6976,0.6976,S6_GENERAL_REMAINDER,Daniel Bouland Morgon Bellevue Sable Rouge 2021,Daniel Bouland Morgon,,tinto,bellevue sable morgon,daniel bouland,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 8039916|4858067|7541104),google_codex_auto
1850264,50714,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7750,0.2167,S6_GENERAL_REMAINDER,CASA MARIN LITORAL PINOT NOIR TTO,CASA MARIN LITORAL,,tinto,litoral vineyard pinot noir,casa marin,,tinto,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1150787|2753007),google_codex_auto
1850337,31325,ALIAS_AUTO,HIGH,RESOLVED,ALIAS,0.7643,0.7643,S6_GENERAL_REMAINDER,Gerard Boulay Les Monts Damnes Sancerre 2020,Gerard Boulay,,branco,monts damnes sancerre,gerard boulay,,branco,token_index,strong_name_token_overlap>=2,1,1,new,,0,1,0.05,CORRECT,Google CONFIRMA (shared wine ids: 1101357),google_codex_auto
